root_slp1	hw_dev	in_verbs01	hindi_gloss
sru	स्रु	Y	बहना, धारा निकलना, चूना, रिसना, बूँद बूँद करके गिरना, टपकना
stE	स्तै	N	पहनना, अलंकृत करना
stFh	स्तॄह्	N	प्रहार करना, चोट पहुँचाना, मार डालना
stIm	स्तीम्	Y	गीला या तर होना
staB	स्तभ्	Y	रोकना, बाधा डालना, पकड़ना, दबाना
stak	स्तक्	Y	मुकाबला करना
stamB	स्तम्भ्	N	रोकना, बाधा डालना, पकड़ना, दबाना
stan	स्तन्	Y	आवाज करना, शब्द करना, गूंजना, प्रतिध्वनि करना
stas	स्तस्	N	घबरा जाना, व्याकुल होना
sten	स्तेन्	N	चुराना, लूटना
step	स्तेप्	Y	रिसना
stf	स्तृ	N	फैलाना, छितराना, ढकना, बिछाना
stfha	स्तृह	N	प्रहार करना, चोट पहुँचाना, मार डालना
stfkza	स्तृक्ष	N	जाना
stiG	स्तिघ्	Y	चढ़ना
stim	स्तिम्	Y	गीला या तर होना
stip	स्तिप्	Y	रिसना, बूंद-बूंद टपकना, झरना
stu	स्तु	Y	प्रशंसा करना, सराहना करना, स्तुति करना, स्तुतिगान करना, कीर्तिगान करना, ख्याति क
stuB	स्तुभ्	Y	प्रशंसा करना
stuc	स्तुच्	Y	उज्जवल होना, चमकना, निर्मल स्वच्छ होना
stumB	स्तुम्भ्	N	रोकना
stup	स्तुप्	N	ढेर लगाना, संचित करना, चट्टा लगाना, एकत्र करना
stya	स्त्य	N	ढेर के रुप में एकत्र किया जाना, इधर-उधर फैलाना, विकीर्ण होना
su	सु	Y	जाना, हिलना-जुलना
suKAkf	सुखाकृ	N	प्रसन्न करना
svAd	स्वाद्	N	पसन्द किया जाना, मधुर होना, स्वाद में रुचिकर होना
svaNga	स्वङ्ग	N	जाना, हिलना-जुलना
svaW	स्वठ्	N	जाना
svaYj	स्वञ्ज्	N	आलिंगन करना, कौली भरना
svad	स्वद्	Y	पसन्द किया जाना, मधुर होना, स्वाद में रुचिकर होना
sval	स्वल्	N	जाना, हिलना-जुलना
svan	स्वन्	Y	शब्द करना, कोलाहल करना
svap	स्वप्	Y	सोना, नींद आ जाना, सोने जाना
svar	स्वर्	Y	दोष निकालना, कलंक लगाना, बुरा भला कहना, निंदा करना
svard	स्वर्द्	Y	चखना, स्वाद लेना
svask	स्वस्क्	N	जाना, हिलना-जुलना
svek	स्वेक्	Y	जाना
svf	स्वृ	N	शब्द करना, सस्वर पाठ करना
sviq	स्विड्	N	स्वेद आना, पसीना आना
syam	स्यम्	Y	शब्द करना, जोर से चिल्लाना, चीखना
syand	स्यन्द्	N	रिसना, चूना, टपकना, बूँद बूँद गिरना, स्रवित होना, अर्क निकालना, बहना
tAlaM dA	तालं दा	N	तालियाँ बजाना
tAy	ताय्	Y	किसी समान रेखा में प्रगति करना, फैलाना, विस्तार करना
tIk	तीक्	Y	जाना, हिलना जुलना
tIm	तीम्	Y	गीला होना, तर होना
tUR	तूण्	Y	सिकोड़ना
tUr	तूर्	N	जल्दी से जाना, शीघ्रता करना
taNga	तङ्ग	N	जाना, चलना-फिरना
taNk	तङ्क्	Y	सहन करना, बर्दाश्त करना
taRq	तण्ड्	Y	प्रहार करना
taYc	तञ्च्	Y	सिकोड़ना, सिकुड़ना
takz	तक्ष्	Y	चीरना, काटना, छीलना, छेनी से काटना, टुकड़े-टुकड़े करना, खण्डशः करना
tam	तम्	Y	दम घुटना, रुद्ध श्वास होना
tan	तन्	Y	फैलाना, विस्तारकरना, लम्बा करना, तानना
tantr	तन्त्र्	N	हकूमत करना, नियन्त्रण करना, प्रशासन करना
tap	तप्	Y	चमकना, प्रज्वलित होना
tapasyati	तपस्यति	N	तपस्या करना, 
taq	तड्	Y	पीटना, मारना, टकराना
tard	तर्द्	Y	क्षति पहुँचाना, चोट पहुँचाना
tarj	तर्ज्	Y	धमकाना, घुड़कना, डराना
tarka	तर्क	N	कल्पना करना, अटकल करना, शंका करना, विश्वास करना, अन्दाज लगाना, अनुमान करना
tay	तय्	Y	जाना, हिलना-जुलना
tf	तृ	N	पार पहुँच जाना, पार करना
tfMh	तृंह्	N	मारना, चोट पहुँचाना
tfRAya man	तृणाय मन्	N	तिनके जैसा समझना, हल्का मूल्य लगाना, तुच्छ समझना
tfRIkf	तृणीकृ	N	तिनके की भाँति तुच्छ एवं हीन समझना
tfRavat man	तृणवत् मन्	N	तिनके जैसा समझना, हल्का मूल्य लगाना, तुच्छ समझना
tfd	तृद्	N	फाड़ना, खण्डशः करना, चीरना
tfh	तृह्	N	क्षति पहुँचाना, आघात पहुँचाना, मार डालना, प्रहार करना
tfp	तृप्	N	संतुष्ट होना, प्रसन्न होना, परितुष्ट होना
tfz	तृष्	N	प्यासा होना
tij	तिज्	Y	सहन करना, वहन करना, साथ निर्वाह, साहस के साथ भुगतना
tim	तिम्	Y	आर्द्र करना, गीला करना, तर करना
tirayati	तिरयति	N	छिपाना, गुप्त रखना
tiroBU	तिरोभू	N	ओझल होना
tiryak kf	तिर्यक् कृ	N	एक ओर रख देना
trE	त्रै	N	रक्षा करना, प्ररक्षित रखना, बचाना, प्रतिरक्षा करना
trap	त्रप्	Y	शर्माना, लजाना, झंझट में फँस जाना
tras	त्रस्	Y	थर्राना, काँपना, हिलना, भय के कारण विचलित होना
truw	त्रुट्	Y	फाड़ना, तोड़ना, टुकड़े-टुकड़े करना, तड़कना, फिसल जाना
tuB	तुभ्	Y	चोट मारना, क्षति पहुँचाना, प्रहार करना
tuR	तुण्	Y	टेढ़ा करना, मोड़ना, झुकाना
tuYj	तुञ्ज्	N	निकालना, भींचकर निकालना, रस निकालना
tud	तुद्	Y	प्रहार करना, घायल करना, आघात करना
tul	तुल्	Y	तोलना, मापना
tulAmAruh	तुलामारुह्	N	समानता के स्तर पर होना
tulayA Df	तुलया धृ	N	तराजू में रखना, तोलना
tuz	तुष्	Y	प्रसन्न होना, सन्तुष्ट होना, परितृप्त होना, खुश होना
tvaNga	त्वङ्ग	N	जाना, हिलना-जुलना
tvaYca	त्वञ्च	N	जाना
tvakz	त्वक्ष्	Y	कतरना, बक्कल उतारना, छीलना
tvar	त्वर्	Y	शीघ्रता करना, जल्दी करना, वेग से चलना, फुर्ती से कार्य करना
tviz	त्विष्	Y	चमकना, जगमगाना, दमकना, दहकना
tyaj	त्यज्	Y	छोड़ना, त्यागना, उत्सर्ग करना, चले जाना
uB	उभ्	Y	संसीमित करना
uK	उख्	Y	जाना, हिलना-डुलना
uNK	उङ्ख्	N	जाना, हिलना-डुलना
uYC	उञ्छ्	Y	बालें इकट्ठी करना, बीनना
ubj	उब्ज्	Y	भींचना, दबाना
uc	उच्	Y	संचय करना, एकत्र करना 
ucC	उच्छ्	N	बांधना
uccak	उच्चक्	N	टकटकी लगा कर देखना, निडर होकर देखना
uccumb	उच्चुम्ब्	N	मुख ऊपर उठाकर चुम्बन करना
ud	उद्	Y	स्थान, पद, या शक्ति की दृष्टि से श्रेष्ठता, उच्च, उद्गत, ऊपर, पर, अतिशय, ऊँचाई प
ud-Svi	उद्-श्वि	N	सूजना, बढ़ना, विकसित होना
udAnI	उदानी	N	उठाना, उन्नत करना
udBU	उद्भू	N	विचार करना, सोचना
udDf	उद्धृ	N	विकृत करना, नष्ट करना
udakaM kf	उदकं कृ	N	पितरों को जल का तर्पण करना
udapAs	उदपास्	N	फेंक देना, परित्याग कर देना
udayaM yA	उदयं या	N	उदय होना
ude	उदे	N	ऊपर जाना, उठना, उन्नत होना
udvAS	उद्वाश्	N	विलाप करते हुए नाम लेना, शोकाधिक्य के कारण रोने में नाम ले लेकर क्रन्दन करना
udvij	उद्विज्	N	मनुष्य को होश में लाना
udyudas	उद्युदस्	N	पूर्णतः छोड़ देना, त्याग देना
ujJ	उज्झ्	Y	त्यागना, छोड़ना, तिलांजलि देना
ukz	उक्ष्	Y	छिड़कना, गीला करना, तर करना, बरसाना
ulaN	उलङ्	N	बाहर फेंक देना,प्रक्षेपण
ullas	उल्लस्	N	हिलाना,लहराना
umB	उम्भ्	N	संसीमित करना
und	उन्द्	N	आर्द्र करना, तर करना, स्नान करना
unmanIBU	उन्मनीभू	N	उत्तेजित होना, क्षुब्ध होना
unmfd	उन्मृद्	N	मसलना, मालिश करना
upADA	उपाधा	N	फुसलाना, चरित्रभ्रष्ट करना
upAGrA	उपाघ्रा	N	सूँघना
upAkram	उपाक्रम्	N	टूट पड़ना, हमला बोलना
upAlaB	उपालभ्	N	मारने के लिए पकड़ना
upArud	उपारुद्	N	किसी बात के लिए रोना
upaBf	उपभृ	N	धारण करना, वहन करना
upaDA	उपधा	N	धोखा देना
upaDAv	उपधाव्	N	पूजा करना
upaGrA	उपघ्रा	N	सूंघना
upaSak	उपशक्	N	यत्न करना, सहायता करना
upacCal	उपच्छल्	N	क्षीण होना, पकड़ लेना
upadaMS	उपदंश्	N	चटनी, अचार आदि खाना
upagam	उपगम्	N	पूजा करना
upagras	उपग्रस्	N	निगलना, हड़प करना, ग्रहणग्रस्त होना
upahA	उपहा	N	उतरना, नीचे आना
upanimreq	उपनिम्रेड्	N	प्रसन्न करना
upanizev	उपनिषेव्	N	अपने-आपको संलग्न करना
uparamB	उपरम्भ्	N	प्रतिध्वनि कराना, गुंजाना
upasAD	उपसाध्	N	दमन करना
upasaMvraj	उपसंव्रज्	N	अन्दर कदम रखना, घुसना, प्रविष्ट होना
upasaYj	उपसञ्ज्	N	संलग्न होना
upavIkz	उपवीक्ष्	N	देखना
upeड़्kIy	उपेड़्कीय्	N	ऐसा व्यवहार करना जैसा कि भेड़ के साथ किया जाता है।
urIkf	उरीकृ	N	अनुमति देना, अनुज्ञा देना, स्वीकृति देना
urarIkf	उररीकृ	N	सहमति देना, अनुमति देना, स्वीकार करना
utkayati	उत्कयति	N	बेचैन या आतुर बना देता है।
utkvaT	उत्क्वथ्	N	उबाल कर सत्त्व निकालना, उबाला जाना, उपभुक्त किया जाना
utsfj	उत्सृज्	N	व्यवस्थित करना, जमाना, निश्चित करना
uz	उष्	Y	जलाना, उपभोग करना, खपाना
vA	वा	Y	हवा का चलना
vAD	वाध्	N	तंग करना, उत्पीडित करना, सताना, अत्याचार करना, छेड़ना, कष्ट देना, दुःखी करना, परे
vAMC	वांछ्	N	अभिलाषा करना, चाहना
vAMkz	वांक्ष्	N	अभिलाषा करना, इच्छा करना
vAS	वाश्	Y	दहाड़ना, क्रदंन करना, चीत्कार करना, चिल्लाना, हू हू करना, (पक्षियों का) गुनगुनाना
vAcaM dA	वाचं दा	N	भाषण देना
vAcyatAM yA	वाच्यतां या	N	कलङ्कित या निन्दित होना
vAh	वाह्	Y	प्रयत्न करना, चेष्टा करना, उद्योग करना
vAq	वाड्	N	स्नान करना, गोता लगाना
vAs	वास्	N	सुगंधित करना, सुवासित करना, धूप देना, धूनी देना, खूशबूदार, करना
vAt	वात्	N	हवा का चलना
vAvft	वावृत्	N	छांटना, पसन्द करना, चुनना, प्रेम करना
vE	वै	N	सूखना, शुष्क होना
vEraM banD	वैरं बन्ध्	N	घृणा पैदा होना, शत्रुता
vI	वी	Y	जाना, हिलना-जुलना
vIB	वीभ्	N	शेखी मारना, डींग मारना
vIj	वीज्	Y	जाना
vaBra	वभ्र	N	जाना, हिलना-जुलना
vaD	वध्	Y	मारना, कतल करना
vaK	वख्	Y	जाना, हिलन-जुलना
vaMh	वंह्	N	बढ़ना, उगना
vaNKa	वङ्ख	N	जाना, हिलन-जुलना
vaNg	वङ्ग्	Y	जाना
vaR	वण्	Y	शब्द करना, ध्वनि करना
vaRW	वण्ठ्	Y	अकेले जाना, बिना किसी को साथ लिए चलना
vaRq	वण्ड्	Y	बाँटना, हिस्से करना, अंश बनाना
vaRw	वण्ट्	Y	बांटना, अशं बनाना, विभाजन करना, हिस्से करना
vaS	वश्	Y	चाहना, इच्छा करना, लालसा करना
vaSIkf	वशीकृ	N	बस में करना, हावी होना, जीत लेना, मुग्ध करना, जादू से बस में करना
vaSaM AnI	वशं आनी	N	अधीन करना, वश में करना जीत लेना
vaSaM gam	वशं गम्	N	अधीन होना, मार्ग से हट जाना, दब जाना, विनीत होना
vaSaM i	वशं इ	N	अधीन होना, मार्ग से हट जाना, दब जाना, विनीत होना
vaSaM nI	वशं नी	N	अधीन करना, वश में करना जीत लेना
vaSaM yA	वशं या	N	बस में होना, अधिकार में आना
vaSe kf	वशे कृ	N	जीतना, वश में करना, दमन करना
vaW	वठ्	Y	बलवान् या शक्तिशाली होना
vaYc	वञ्च्	Y	जाना, पहुँचना
vac	वच्	Y	कहना, बोलना
vad	वद्	Y	कहना, वोलना, उच्चारण करना, संबोधित करना, बातें करना
vah	वह्	Y	ले जाना, नेतृत्व करना, धारण करना, वहन करना, परिवहन करना
vahnisAtakf	वह्निसातकृ	N	आग लगा देना,अग्नि में जला देना
vaj	वज्	Y	जाना, हिलना-जुलना, इधर-उधर घूमना
vakk	वक्क्	Y	जाना, हिलना-जुलना
vakz	वक्ष्	Y	वृद्धि को प्राप्त होना, बढ़ना
val	वल्	Y	जाना, पहुंचाना, जल्दी करना
valB	वल्भ्	Y	खाना, निगलना
valayI BU	वलयी भू	N	करधनी या कंकण का काम देना
valayI kf	वलयी कृ	N	कंकण बनाना
valg	वल्ग्	Y	हिलना-जुलना, जाना, इधर उधर घुमना 
valh	वल्ह्	Y	प्रमुख होना, सर्वोत्तम होना
valk	वल्क्	Y	बोलना
vall	वल्ल्	Y	ढकना
valyUl	वल्यूल्	N	काट डालना
valyul	वल्युल्	N	काट डालना
vam	वम्	Y	वमन करना, थूक देना, मुँह से बाहर निकालना 
van	वन्	Y	संमान करना, पूजा करना
vanD	वन्ध्	N	जाना
vand	वन्द्	Y	प्रणाम करना, सादर नमस्कार करना, श्रद्धांजलि प्रदान करना
vap	वप्	Y	बोना, (बीज) विखेरना, पौधा लगाना
var	वर्	Y	माँगना, चुनना, छाँटना, खोच करना
varD	वर्ध्	Y	काटना बाँटना, मूँडना
varR	वर्ण्	N	रंग करना, रोगन करना, रंगना
varaM dA	वरं दा	N	वर देना
varaM vf	वरं वृ	N	वर मांगना
varaM yAc	वरं याच्	N	वर मांगना
varc	वर्च्	Y	चमकाना, उज्ज्वल या आभायुक्त होना
varh	वर्ह्	N	बोलना
varivasyati	वरिवस्यति	N	अनुग्रह करना,कृपा करना
vas	वस्	Y	रहना, बसना, निवास करना, ठहरना, डठे रहना, वास करना
vask	वस्क्	Y	जाना, हिलना-जुलना
vast	वस्त्	N	क्षति पहुँचाना, हत्या करना
vatsalayati	वत्सलयति	N	उत्कण्ठा पैदा करना, उत्सुक बनाना, स्नेहयुक्त करना
vaw	वट्	Y	घेरना
vay	वय्	Y	जाना, हिलना-जुलना
vaz	वष्	Y	क्षति पहुँचाना, चोट मारना, वध करना
vazk	वष्क्	Y	जाना, हिलना-जुलना
ve	वे	N	बुनना
veR	वेण्	Y	जाना, हिलना-जुलना
veT	वेथ्	Y	प्रार्थना, निवेदन करना, कहना
veh	वेह्	Y	उद्योग करना, चेष्टा करना, प्रयत्न करना
vehl	वेह्ल्	Y	जाना, हिलना-जुलना
vel	वेल्	Y	जाना, हिलना-जुलना
vell	वेल्ल्	Y	जाना, हिलना-जुलना
ven	वेन्	Y	जाना, हिलना-जुलना
vep	वेप्	N	कांपना, हिलना, थरथराना, लरजना
vevI	वेवी	Y	जाना
vezw	वेष्ट्	Y	घेरना, अहाता बनाना, घेरा डालना, लपेटना
vf	वृ	N	छांटना, चुनना, पसन्द करना
vfD	वृध्	N	विकसित होना, बढ़ना, विस्तृत होना, मजबूत या बलवान् होना, फलना, समृद्ध होना
vfMh	वृंह्	N	बढ़ना, उगना
vfR	वृण्	Y	खाना, उपभोग करना
vfS	वृश्	N	छाँटना, चुनना
vfTABU	वृथाभू	N	व्यर्थ होना
vfc	वृच्	N	छांटना, चुनना 
vfh	वृह्	N	उगना, बढ़ना, फैलाना
vfj	वृज्	N	टाल जाना, कतराना, परित्याग करना
vfk	वृक्	N	पकड़ना, लेना, ग्रहण करना
vfkz	वृक्ष्	Y	स्वीकार करना, चुनना
vft	वृत्	Y	चुनना, पसंद करना
vfttiM dA	वृत्तिं दा	N	घेरना,  बाड़ लगाना
vfz	वृष्	N	बरसना
viBaj	विभज्	N	अलग कर देना,दूर भगा देना
viBid	विभिद्	N	अतिक्रमण करना,उलङ्घन करना
viD	विध्	Y	चुभोना, काटना
viDA	विधा	N	लीन करना,उपभोग करना
viS	विश्	Y	प्रविष्ट होना, जाना, दाखिल होना
viT	विथ्	Y	प्रार्थना करना, निवेदन करना
vic	विच्	Y	वियुक्त करना, विभक्त करना, अलग-अलग करना
vicC	विच्छ्	N	जाना, हिलना-जुलना
vicakza	विचक्ष	N	कहना,घोषणा करना
vicar	विचर्	N	चरना,घास खाना
vid	विद्	Y	जानना, समझना, सीखना, मालूम करना, निश्चय करना, खोजना
vij	विज्	Y	वियुक्त करना, विभक्त करना
vikf	विकृ	N	बदनाम करना,कलङ्क लगाना
viklfp	विक्लृप्	N	दुविधा का वर्णन करना
vikram	विक्रम्	N	पराक्रम दिखाना
vikzip	विक्षिप्	N	दबाना
vil	विल्	Y	ढकना, छिपाना
vilamb	विलम्ब्	N	सहारा लेना,निर्भर करना
vilayaNgam	विलयङ्गम्	N	घुल जाना, अन्त हो जाना, समाप्त हो जाना
vinA kf	विना कृ	N	अलग करना, छोड़ा जाना
vinI	विनी	N	दूर रहना,दूर करना
viniyuja	विनियुज	N	छोड़ना,मारना
viparyAsaM yA	विपर्यासं या	N	परिवर्तित होना, रूप बदलना
viprakf	विप्रकृ	N	नियत करना,स्वीकार करना
vipratipada	विप्रतिपद	N	मिथ्या उतर देना
viq	विड्	Y	अभिशाप देना, दुर्वचन कहना, बुरा भला कहना
viralIkf	विरलीकृ	N	दूर-दूर कहीं करना
vis	विस्	N	डालना, फेंकना, भेजना
visfj	विसृज्	N	प्रकट करना,भेद खोलना,प्रकाशित करना
visfpa	विसृप	N	फैलाना,प्रसारित करना
vitt	वित्त्	N	पुरस्कार देना, दान देना
vivalga	विवल्ग	N	कूदना,उछलना,फांदना
vivf	विवृ	N	म्यान से तलवार निकालना
vivft	विवृत्	N	रुपान्तर करना
viw	विट्	Y	ध्वनि करना
viyuj	वियुज्	N	भंग करना
viz	विष्	Y	घेरना
vizayIBU	विषयीभू	N	विषय बनाना
vizk	विष्क्	Y	वध करना, चोट पहुँचाना, क्षतिग्रस्त करना 
vizwamB	विष्टम्भ्	N	समर्थन करना,प्रबल बनाना
vlI	व्ली	Y	जाना, हिलना-जुलना
vlekz	व्लेक्ष्	Y	देखना
vrI	व्री	Y	छांटना, चुनना
vrIq	व्रीड्	Y	लज्जित होना, शर्मिन्दा होना
vrIs	व्रीस्	N	क्षति पहुँचाना, हत्या करना
vraR	व्रण्	Y	ध्वनि करना
vraSc	व्रश्च्	Y	काटना, काट डालना, फाड़ना, चीरना
vraj	व्रज्	Y	जाना, चलना, प्रगति करना
vruq	व्रुड्	Y	ढकना
vrus	व्रुस्	N	क्षति पहुँचाना, हत्या करना
vuNg	वुङ्ग्	N	छोड़ना, परित्याग करना
vuRw	वुण्ट्	N	चोट पहुँचाना वध करना
vus	वुस्	N	छोड़ना, उगलना, उडलना
vuvUrzu	वुवूर्षु	N	पसन्द करने का इच्छुक
vyAkf	व्याकृ	N	भविष्य़वाणी करना
vyApAraM kf	व्यापारं कृ	N	भाग लेना
vyaD	व्यध्	Y	बींधना, चोट पहुँचाना, प्रहार करना, छुरा भौंकना, मार डालना
vyaT	व्यथ्	Y	शोकान्वित होना, पीडित होना, कष्टग्रस्त होना, विक्षुब्ध या अशांत होना
vyac	व्यच्	Y	ठगना, धोखा देना, चाल चलना
vyap	व्यप्	Y	फेंकना
vyapoh	व्यपोह्	N	प्रायश्चित करना
vyay	व्यय्	Y	जाना, हिलना-जुलना
vye	व्ये	N	ढकना
vyutTA	व्युत्था	N	जीत लेना
wIk	टीक्	Y	चलना- फिरना, जाना, सहारा, देना
waNk	टङ्क्	Y	बाँधना, कसना, जकड़ना
wik	टिक्	Y	जाना, चलना-फिरना
yA	या	Y	जाना, हिलना-जुलना, चलना, आगे बढ़ना
yAc	याच्	Y	मांगना, याचना करना, निवेदन करना, प्रार्थना करना, अनुरोध करना, अनुनय-विनय करना (द
yaTAvakASaM nI	यथावकाशं नी	N	उचित स्थान पर ले जाना
yaj	यज्	Y	यज्ञ करना, त्याग पूर्वक पूजा करना
yam	यम्	Y	रोकना, दमन करना, नियन्त्रण करना, वश में करना, दबाना, ठहराना, बन्द करना
yamasAt kf	यमसात् कृ	N	मृत्यु को सौंपना
yantr	यन्त्र्	N	नियंत्रण में करना, दमन करना, रोकना, बांधना, कसना, बाध्य करना 
yas	यस्	Y	प्रयास करना, कोशिश करना, परिश्रम करना
yat	यत्	Y	यत्न करना, कोशिश करना, प्रयास करना, उद्योग करना
yu	यु	Y	सम्मिलित होना, मिलना 
yuC	युछ्	N	भूल करना,भटक जाना
yuNg	युङ्ग्	Y	छोड़े देना,त्याग देना
yuYC	युञ्छ्	N	भूल करना,भटक जाना
yuYj	युञ्ज्	N	छोड़े देना,त्याग देना
yuj	युज्	Y	संमिलित होना, मिलना, अनुरक्त होना, संबद्ध होना, जुड़ना
yup	युप्	Y	मिटा देना, विलुप्त करना
yu्D	यु्ध्	N	लड़ना, संघर्ष करना, विवाद करना, युद्ध करना
zWiv	ष्ठिव्	Y	थूकना, मुँह से खखार निकालना
zvakk	ष्वक्क्	N	जाना, हिलना-जुलना
zvask	ष्वस्क्	N	जाना, हिलना-जुलना
